"annotation_id","annotator","answer","created_at","id","instruction_and_answer","lead_time","question","question_and_answer","question_number","sentiment","task","updated_at"
12,"1","B","2024-05-15T17:22:23.257561Z",11,"Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",8.979,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Caroline is healthier than Diana."". Hypothesis: ""Caroline and Diana can be compared in terms of how healthy they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Caroline is healthier than Diana."". Hypothesis: ""Caroline and Diana can be compared in terms of how healthy they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",10,"B","comparative-1","2024-05-15T17:22:23.257583Z"
497,"1","C","2024-05-15T17:56:07.972107Z",12,"Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

C",144.519,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Al is more clever than Carol."". Hypothesis: ""Al and Carol can be compared in terms of how clever they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Al is more clever than Carol."". Hypothesis: ""Al and Carol can be compared in terms of how clever they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

C",11,"C","comparative-1","2024-05-15T17:56:07.972129Z"
13,"1","The correct answer is C. entailment.

The premise states that Jerry is more beautiful than Keith, which implies that Jerry and Keith can be compared in terms of their beauty.","2024-05-15T17:25:03.449889Z",13,"Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

The correct answer is C. entailment.

The premise states that Jerry is more beautiful than Keith, which implies that Jerry and Keith can be compared in terms of their beauty.",11.415,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Jerry is more beautiful than Keith."". Hypothesis: ""Jerry and Keith can be compared in terms of how beautiful they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Jerry is more beautiful than Keith."". Hypothesis: ""Jerry and Keith can be compared in terms of how beautiful they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

The correct answer is C. entailment.

The premise states that Jerry is more beautiful than Keith, which implies that Jerry and Keith can be compared in terms of their beauty.",12,"C","comparative-1","2024-05-15T17:25:03.449911Z"
498,"1","The correct answer is A. entailment.

The premise ""Nicole is wiser than Robin"" implies that Nicole has a certain level of wisdom, and Robin has a lower level of wisdom. The hypothesis ""Nicole and Robin can be compared in terms of how wise they are"" is logically entailed by the premise, as it follows from the premise that a comparison can be made between Nicole and Robin in terms of their wisdom.","2024-05-15T17:56:11.506805Z",14,"Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

The correct answer is A. entailment.

The premise ""Nicole is wiser than Robin"" implies that Nicole has a certain level of wisdom, and Robin has a lower level of wisdom. The hypothesis ""Nicole and Robin can be compared in terms of how wise they are"" is logically entailed by the premise, as it follows from the premise that a comparison can be made between Nicole and Robin in terms of their wisdom.",160.809,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Nicole is wiser than Robin."". Hypothesis: ""Nicole and Robin can be compared in terms of how wise they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Nicole is wiser than Robin."". Hypothesis: ""Nicole and Robin can be compared in terms of how wise they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

The correct answer is A. entailment.

The premise ""Nicole is wiser than Robin"" implies that Nicole has a certain level of wisdom, and Robin has a lower level of wisdom. The hypothesis ""Nicole and Robin can be compared in terms of how wise they are"" is logically entailed by the premise, as it follows from the premise that a comparison can be made between Nicole and Robin in terms of their wisdom.",13,"A","comparative-1","2024-05-15T17:56:11.506827Z"
499,"1","B","2024-05-15T17:56:14.017933Z",15,"Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",7.66,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Marie is fairer than Anna."". Hypothesis: ""Marie and Anna can be compared in terms of how fair they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Marie is fairer than Anna."". Hypothesis: ""Marie and Anna can be compared in terms of how fair they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",14,"B","comparative-1","2024-05-15T17:56:14.017963Z"
14,"1","The correct answer is C. entailment.

The premise ""Ron is meaner than Patrick"" implies a comparison between Ron and Patrick's mean-ness, which supports the hypothesis ""Ron and Patrick can be compared in terms of how mean they are."". The premise provides evidence for the hypothesis, making it an entailment.","2024-05-15T17:26:22.017806Z",16,"Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

The correct answer is C. entailment.

The premise ""Ron is meaner than Patrick"" implies a comparison between Ron and Patrick's mean-ness, which supports the hypothesis ""Ron and Patrick can be compared in terms of how mean they are."". The premise provides evidence for the hypothesis, making it an entailment.",28.775,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Ron is meaner than Patrick."". Hypothesis: ""Ron and Patrick can be compared in terms of how mean they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Ron is meaner than Patrick."". Hypothesis: ""Ron and Patrick can be compared in terms of how mean they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

The correct answer is C. entailment.

The premise ""Ron is meaner than Patrick"" implies a comparison between Ron and Patrick's mean-ness, which supports the hypothesis ""Ron and Patrick can be compared in terms of how mean they are."". The premise provides evidence for the hypothesis, making it an entailment.",15,"C","comparative-1","2024-05-15T17:26:22.017835Z"
15,"1","B.","2024-05-15T17:26:24.996480Z",17,"Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

B.",6.064,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Virginia is more interesting than Dick."". Hypothesis: ""Virginia and Dick can be compared in terms of how interesting they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Virginia is more interesting than Dick."". Hypothesis: ""Virginia and Dick can be compared in terms of how interesting they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

B.",16,"B","comparative-1","2024-05-15T17:26:24.996506Z"
16,"1","B","2024-05-15T17:26:30.293767Z",18,"Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",5.4,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Christine is greater than Alexander."". Hypothesis: ""Christine and Alexander can be compared in terms of how great they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Christine is greater than Alexander."". Hypothesis: ""Christine and Alexander can be compared in terms of how great they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",17,"B","comparative-1","2024-05-15T17:26:30.293794Z"
17,"1","The correct answer is C. entailment.","2024-05-15T17:26:34.340391Z",19,"Given the premise provided, is the hypothesis: A. neutral or B. contradiction or C. entailment ? 
 Answer: 

The correct answer is C. entailment.",4.177,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Peter is brighter than Janet."". Hypothesis: ""Peter and Janet can be compared in terms of how bright they are."". Given the premise provided, is the hypothesis: A. neutral or B. contradiction or C. entailment ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Peter is brighter than Janet."". Hypothesis: ""Peter and Janet can be compared in terms of how bright they are."". Given the premise provided, is the hypothesis: A. neutral or B. contradiction or C. entailment ? 
 Answer: 

The correct answer is C. entailment.",18,"C","comparative-1","2024-05-15T17:26:34.340415Z"
18,"1","B","2024-05-15T17:26:36.394996Z",20,"Given the premise provided, is the hypothesis: A. neutral or B. entailment or C. contradiction ? 
 Answer: 

B",4.1530000000000005,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Mary is fatter than Ann."". Hypothesis: ""Mary and Ann can be compared in terms of how fat they are."". Given the premise provided, is the hypothesis: A. neutral or B. entailment or C. contradiction ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Mary is fatter than Ann."". Hypothesis: ""Mary and Ann can be compared in terms of how fat they are."". Given the premise provided, is the hypothesis: A. neutral or B. entailment or C. contradiction ? 
 Answer: 

B",19,"B","comparative-1","2024-05-15T17:26:36.395017Z"
19,"1","The answer is A. entailment.","2024-05-15T17:26:39.648710Z",21,"Given the premise provided, is the hypothesis: A. entailment or B. neutral or C. contradiction ? 
 Answer: 

The answer is A. entailment.",3.307,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Joan is busier than Alfred."". Hypothesis: ""Joan and Alfred can be compared in terms of how busy they are."". Given the premise provided, is the hypothesis: A. entailment or B. neutral or C. contradiction ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Joan is busier than Alfred."". Hypothesis: ""Joan and Alfred can be compared in terms of how busy they are."". Given the premise provided, is the hypothesis: A. entailment or B. neutral or C. contradiction ? 
 Answer: 

The answer is A. entailment.",20,"A","comparative-1","2024-05-15T17:26:39.648733Z"
20,"1","The correct answer is A. entailment.","2024-05-15T17:26:42.894535Z",22,"Given the premise provided, is the hypothesis: A. entailment or B. neutral or C. contradiction ? 
 Answer: 

The correct answer is A. entailment.",4.271,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Jean is noisier than Jennifer."". Hypothesis: ""Jean and Jennifer can be compared in terms of how noisy they are."". Given the premise provided, is the hypothesis: A. entailment or B. neutral or C. contradiction ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Jean is noisier than Jennifer."". Hypothesis: ""Jean and Jennifer can be compared in terms of how noisy they are."". Given the premise provided, is the hypothesis: A. entailment or B. neutral or C. contradiction ? 
 Answer: 

The correct answer is A. entailment.",21,"A","comparative-1","2024-05-15T17:26:42.894559Z"
21,"1","The correct answer is A. entailment.","2024-05-15T17:26:46.717983Z",23,"Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

The correct answer is A. entailment.",5.098,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Sue is happier than Judy."". Hypothesis: ""Sue and Judy can be compared in terms of how happy they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Sue is happier than Judy."". Hypothesis: ""Sue and Judy can be compared in terms of how happy they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

The correct answer is A. entailment.",22,"A","comparative-1","2024-05-15T17:26:46.718007Z"
22,"1","The correct answer is B. entailment.","2024-05-15T17:26:49.618508Z",24,"Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

The correct answer is B. entailment.",4.948,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Lucy is more polite than Colin."". Hypothesis: ""Lucy and Colin can be compared in terms of how polite they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Lucy is more polite than Colin."". Hypothesis: ""Lucy and Colin can be compared in terms of how polite they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

The correct answer is B. entailment.",23,"B","comparative-1","2024-05-15T17:26:49.618537Z"
23,"1","The answer is B. entailment.","2024-05-15T17:26:51.424488Z",25,"Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

The answer is B. entailment.",3.8689999999999998,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Tony is skinnier than Sally."". Hypothesis: ""Tony and Sally can be compared in terms of how skinny they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Tony is skinnier than Sally."". Hypothesis: ""Tony and Sally can be compared in terms of how skinny they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

The answer is B. entailment.",24,"B","comparative-1","2024-05-15T17:26:51.424515Z"
24,"1","The answer is: C. entailment","2024-05-15T17:26:52.902493Z",26,"Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

The answer is: C. entailment",4.390000000000001,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Ruth is kinder than Katie."". Hypothesis: ""Ruth and Katie can be compared in terms of how kind they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Ruth is kinder than Katie."". Hypothesis: ""Ruth and Katie can be compared in terms of how kind they are."". Given the premise provided, is the hypothesis: A. contradiction or B. neutral or C. entailment ? 
 Answer: 

The answer is: C. entailment",25,"C","comparative-1","2024-05-15T17:26:52.902519Z"
25,"1","B","2024-05-15T17:26:56.092540Z",27,"Given the premise provided, is the hypothesis: A. neutral or B. entailment or C. contradiction ? 
 Answer: 

B",3.76,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Patricia is firmer than Kathleen."". Hypothesis: ""Patricia and Kathleen can be compared in terms of how firm they are."". Given the premise provided, is the hypothesis: A. neutral or B. entailment or C. contradiction ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Patricia is firmer than Kathleen."". Hypothesis: ""Patricia and Kathleen can be compared in terms of how firm they are."". Given the premise provided, is the hypothesis: A. neutral or B. entailment or C. contradiction ? 
 Answer: 

B",26,"B","comparative-1","2024-05-15T17:26:56.092561Z"
26,"1","B","2024-05-15T17:26:57.041065Z",28,"Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",4.34,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Eleanor is poorer than Ralph."". Hypothesis: ""Eleanor and Ralph can be compared in terms of how poor they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Eleanor is poorer than Ralph."". Hypothesis: ""Eleanor and Ralph can be compared in terms of how poor they are."". Given the premise provided, is the hypothesis: A. contradiction or B. entailment or C. neutral ? 
 Answer: 

B",27,"B","comparative-1","2024-05-15T17:26:57.041086Z"
27,"1","C","2024-05-15T17:29:47.560183Z",29,"Given the premise provided, is the hypothesis: A. neutral or B. contradiction or C. entailment ? 
 Answer: 

C",5.0120000000000005,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Colin is sweeter than Frank."". Hypothesis: ""Colin and Frank can be compared in terms of how sweet they are."". Given the premise provided, is the hypothesis: A. neutral or B. contradiction or C. entailment ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Colin is sweeter than Frank."". Hypothesis: ""Colin and Frank can be compared in terms of how sweet they are."". Given the premise provided, is the hypothesis: A. neutral or B. contradiction or C. entailment ? 
 Answer: 

C",28,"C","comparative-1","2024-05-15T17:29:47.560214Z"
28,"1","B","2024-05-15T17:29:48.672283Z",30,"Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

B",3.4219999999999997,"Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Helen is more important than Patrick."". Hypothesis: ""Helen and Patrick can be compared in terms of how important they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: ","Please read the multiple-choice question below carefully and select ONE of the listed options and only give a single letter. Premise: ""Helen is more important than Patrick."". Hypothesis: ""Helen and Patrick can be compared in terms of how important they are."". Given the premise provided, is the hypothesis: A. entailment or B. contradiction or C. neutral ? 
 Answer: 

B",29,"B","comparative-1","2024-05-15T17:29:48.672310Z"
